SK_ID_CURR,TARGET
100001,0.02168599
100005,0.06601715
100013,0.042813655
100028,0.023187311
100038,0.14452653
100042,0.07287066
100057,0.01666983
100065,0.02295096
100066,0.014716758
100067,0.04564118
100074,0.030837916
100090,0.040046252
100091,0.0989835
100092,0.052656848
100106,0.02964688
100107,0.06986511
100109,0.041789547
100117,0.026965214
100128,0.060486495
100141,0.077700175
100150,0.022259353
100168,0.02681376
100169,0.05352269
100170,0.066072285
100171,0.041629057
100172,0.046715796
100184,0.050147377
100187,0.05386223
100212,0.024535142
100222,0.035467453
100223,0.028736018
100232,0.025507849
100241,0.10102025
100245,0.025710184
100253,0.029009936
100256,0.042976473
100271,0.013396371
100278,0.07926874
100280,0.015612913
100306,0.053879574
100311,0.03167214
100312,0.029983435
100330,0.052911133
100331,0.07306374
100352,0.06595068
100358,0.04500725
100367,0.05109264
100382,0.061703954
100384,0.07027899
100385,0.05268148
100386,0.041928936
100399,0.019404398
100404,0.025972962
100416,0.03400214
100422,0.031338416
100426,0.037579358
100438,0.017685274
100444,0.09210866
100445,0.13494396
100446,0.09454087
100447,0.044087507
100450,0.055548962
100466,0.027352558
100483,0.01880425
100484,0.014011133
100494,0.030986449
100510,0.08361019
100512,0.051493105
100517,0.034465272
100548,0.02346121
100551,0.05069241
100552,0.049227003
100553,0.02029927
100561,0.0799405
100568,0.15890937
100569,0.056019235
100591,0.09036511
100592,0.039768457
100602,0.065153144
100607,0.039415386
100613,0.092304334
100617,0.04131783
100618,0.06955313
100622,0.04782482
100625,0.087009266
100677,0.047073502
100699,0.063422814
100702,0.19344105
100711,0.047858816
100729,0.060961794
100740,0.24462716
100744,0.09714654
100745,0.02548162
100747,0.059611436
100751,0.105437875
100752,0.11913392
100753,0.15475073
100754,0.19633798
100760,0.04010785
100762,0.06009212
100763,0.043089118
100765,0.02803454
100770,0.056289893
100772,0.018424219
100777,0.03308421
100791,0.029537847
100792,0.017626826
100797,0.03807993
100823,0.0202512
100826,0.024152828
100830,0.046870586
100836,0.12078768
100872,0.021599682
100910,0.16590062
100913,0.10240681
100918,0.08263343
100931,0.01801208
100952,0.018106673
100953,0.018328324
100965,0.08421813
100970,0.03458395
100982,0.04954252
100983,0.06387633
100984,0.052980945
100987,0.021553507
100997,0.029536577
100998,0.07914413
101002,0.03598069
101005,0.15381582
101008,0.12870178
101020,0.09613239
101021,0.049324933
101024,0.04443425
101025,0.10221764
101026,0.035184063
101031,0.035990857
101041,0.017118918
101051,0.01684854
101055,0.045397237
101056,0.15113945
101057,0.03190893
101064,0.027986318
101079,0.07256575
101087,0.027133787
101090,0.042424425
101092,0.06581966
101097,0.072260626
101099,0.018914023
101107,0.069422744
101118,0.02185516
101125,0.06848365
101126,0.014882051
101128,0.03237406
101136,0.11683667
101140,0.06665785
101149,0.17239046
101160,0.11752855
101169,0.31842515
101181,0.032362193
101186,0.02585997
101190,0.04040041
101193,0.09628591
101194,0.06634792
101198,0.051783536
101200,0.02939125
101204,0.022340912
101211,0.061251383
101213,0.029215908
101223,0.07206908
101225,0.17487113
101237,0.0436611
101243,0.051195476
101244,0.09113993
101258,0.028140178
101259,0.08356308
101268,0.047117434
101269,0.077731416
101271,0.048101194
101279,0.10659823
101281,0.16478987
101287,0.052701652
101292,0.10574557
101294,0.030493628
101296,0.05453055
101297,0.028132487
101299,0.044595737
101301,0.019035686
101305,0.05180933
101308,0.041411515
101318,0.016074017
101327,0.15158914
101329,0.0195956
101332,0.12163063
101337,0.029302932
101343,0.032149024
101345,0.054934904
101346,0.014043495
101353,0.016365208
101354,0.068138845
101355,0.10819275
101356,0.025587823
101362,0.033891726
101363,0.27689072
101365,0.035867255
101366,0.093848646
101367,0.23553269
101368,0.015395339
101374,0.093502976
101380,0.028210286
101383,0.034189716
101398,0.03506545
101399,0.16448417
101401,0.19399625
101412,0.041206587
101426,0.030101158
101427,0.32891515
101428,0.11225152
101429,0.13987589
101434,0.017767629
101440,0.13859642
101448,0.14474005
101449,0.02554554
101465,0.0355344
101467,0.028156577
101472,0.051908813
101478,0.1688975
101497,0.060174566
101504,0.030262876
101547,0.043179847
101548,0.030365983
101555,0.057040446
101570,0.024235807
101572,0.0946103
101578,0.031407494
101580,0.04775145
101588,0.05568765
101602,0.033144835
101610,0.08161125
101614,0.081867695
101616,0.027015429
101643,0.058689706
101644,0.050056547
101649,0.08916408
101650,0.10409422
101665,0.013053887
101667,0.05660316
101669,0.053822815
101674,0.05805933
101675,0.037075028
101678,0.0740139
101682,0.02477967
101686,0.048727185
101697,0.09942497
101700,0.09931535
101711,0.072189055
101714,0.037261274
101715,0.14392194
101728,0.01836988
101732,0.026367089
101757,0.093748085
101758,0.037986822
101759,0.03073488
101762,0.020575766
101764,0.043425035
101780,0.12425971
101784,0.013523856
101789,0.022085255
101816,0.15207782
101819,0.03358337
101827,0.01160929
101863,0.03706313
101867,0.050534885
101870,0.012604887
101873,0.07802795
101878,0.056545414
101879,0.07186399
101880,0.035674088
101887,0.027047755
101897,0.023712058
101901,0.05461311
101903,0.1336418
101920,0.03804956
101921,0.020136915
101922,0.03584513
101961,0.11530213
101962,0.024509005
101971,0.10181823
101976,0.18484755
102002,0.040093515
102005,0.016560894
102007,0.14356996
102017,0.031210704
102019,0.087783515
102029,0.026768569
102051,0.08911914
102052,0.011232093
102054,0.03316225
102062,0.03653866
102067,0.14298828
102068,0.10753473
102070,0.030866053
102090,0.059063192
102092,0.036150277
102099,0.08398205
102100,0.019816997
102112,0.0849793
102113,0.020156449
102122,0.09846353
102123,0.04164962
102125,0.030084727
102126,0.074492104
102146,0.072821744
102147,0.045784056
102151,0.029778797
102158,0.08052189
102159,0.018301524
102162,0.036549404
102165,0.035247188
102166,0.03558306
102174,0.032585986
102193,0.1130945
102198,0.035048362
102205,0.043773588
102206,0.010750091
102218,0.017217554
102221,0.021190306
102230,0.048972066
102238,0.06051093
102248,0.028318455
102252,0.08014092
102259,0.055865508
102262,0.060621254
102273,0.04216634
102286,0.1132483
102293,0.024301376
102294,0.06015068
102296,0.13429937
102298,0.042766713
102303,0.07023139
102309,0.04352773
102315,0.02759116
102340,0.04537829
102342,0.0643594
102344,0.12474559
102346,0.06958158
102347,0.03209716
102374,0.044538315
102380,0.02920527
102387,0.042294413
102393,0.10566488
102403,0.031549685
102413,0.034426656
102414,0.023580413
102415,0.03384335
102416,0.08889963
102439,0.030323753
102441,0.061196744
102443,0.017367639
102444,0.055490717
102445,0.08438618
102448,0.03203309
102449,0.05876417
102450,0.12949204
102456,0.052529495
102458,0.0370027
102459,0.0375985
102465,0.09959299
102470,0.09453077
102471,0.040794548
102475,0.01642424
102476,0.099464856
102506,0.066046245
102509,0.04151705
102519,0.02143101
102522,0.032586593
102545,0.038344253
102549,0.03177205
102562,0.015558183
102563,0.018012691
102568,0.06698991
102582,0.07016318
102592,0.051945236
102597,0.037135914
102605,0.031951923
102614,0.023979813
102617,0.065107286
102634,0.08035125
102652,0.016874783
102655,0.011545594
102671,0.16277584
102694,0.12965244
102701,0.031642597
102703,0.011229964
102704,0.021692414
102713,0.021515945
102720,0.075653784
102731,0.0250326
102733,0.038785934
102749,0.037246644
102755,0.052138414
102763,0.013470443
102770,0.039620355
102772,0.08703028
102799,0.14699481
102838,0.025190208
102854,0.030332765
102862,0.062113352
102863,0.024490815
102867,0.013903582
102868,0.017724713
102878,0.110325985
102887,0.032828573
102898,0.19060878
102904,0.13986634
102912,0.041292783
102919,0.020740073
102927,0.05790136
102932,0.060722932
102933,0.062024843
102935,0.026368644
102958,0.029074593
102969,0.18070947
102971,0.02190308
102975,0.10705058
102979,0.02164175
102982,0.019478057
102987,0.17517316
102989,0.045928657
102995,0.046268225
102996,0.041333597
103000,0.07549497
103001,0.1131214
103004,0.037318792
103010,0.028700158
103025,0.07972721
103029,0.038454164
103046,0.10064631
103056,0.02940144
103062,0.056535494
103078,0.01926228
103083,0.023434961
103092,0.055519775
103096,0.089246154
103097,0.088005766
103102,0.14305264
103112,0.051219236
103132,0.028832676
103144,0.0433832
103145,0.088881806
103146,0.022198606
103147,0.034906674
103158,0.036322307
103171,0.06589348
103173,0.03235275
103184,0.033842817
103195,0.04731942
103196,0.040976986
103206,0.021213762
103230,0.12548314
103231,0.12024972
103232,0.033753484
103239,0.07425541
103240,0.031304188
103243,0.019681336
103252,0.106326886
103258,0.03595908
103259,0.059803054
103279,0.07294178
103280,0.014260107
103286,0.04369374
103287,0.078305535
103290,0.026420312
103298,0.015133486
103315,0.016950855
103319,0.03449719
103334,0.06861694
103336,0.09827908
103345,0.030721325
103368,0.015093957
103371,0.11801407
103377,0.020528823
103398,0.026714748
103404,0.04775254
103408,0.077148736
103410,0.03444149
103418,0.03136625
103420,0.1885204
103432,0.089618385
103433,0.013789021
103436,0.024790877
103440,0.04076822
103453,0.03515637
103459,0.036964424
103460,0.042494033
103461,0.03250189
103462,0.02470777
103473,0.083497405
103474,0.017438056
103475,0.13714507
103478,0.06489536
103480,0.037126053
103484,0.039322205
103494,0.11457956
103513,0.06159068
103515,0.07396106
103516,0.18123661
103525,0.047389977
103541,0.18611436
103544,0.019848187
103562,0.1944061
103570,0.42389238
103572,0.09886429
103574,0.018442476
103575,0.05157863
103591,0.06864582
103594,0.07164691
103609,0.04341115
103613,0.046272967
103614,0.050970178
103615,0.033866152
103624,0.041815244
103625,0.12948689
103628,0.07734958
103629,0.019934587
103647,0.03451038
103648,0.13274918
103651,0.02685878
103658,0.025748612
103668,0.056900162
103669,0.03197052
103676,0.042323105
103682,0.030423744
103683,0.04231713
103689,0.024336847
103725,0.03844052
103733,0.085335106
103744,0.028097665
103762,0.06322705
103771,0.3084737
103773,0.01066555
103783,0.02464079
103784,0.06353683
103808,0.02631085
103812,0.1555847
103813,0.11525169
103814,0.09628097
103818,0.061503623
103824,0.021568934
103828,0.025559163
103830,0.25309148
103840,0.020697417
103842,0.031256028
103847,0.060575698
103848,0.031024788
103851,0.02270776
103854,0.09210746
103857,0.0934316
103861,0.032087523
103862,0.039486542
103865,0.06775485
103870,0.011980171
103876,0.025196001
103891,0.3244223
103908,0.15041515
103914,0.07059974
103918,0.03133616
103940,0.021778611
103963,0.0668705
103966,0.034717884
103971,0.16620255
103980,0.12461353
103984,0.076398686
103985,0.04347789
103998,0.24096867
104019,0.01869994
104026,0.043038078
104035,0.038738955
104044,0.026603775
104045,0.03513243
104047,0.0432653
104051,0.06821899
104058,0.03245312
104063,0.021928726
104066,0.1269016
104087,0.024666488
104089,0.05518265
104095,0.053538494
104098,0.06123093
104104,0.027491953
104110,0.09190762
104120,0.031899273
104122,0.01835919
104131,0.025985228
104132,0.026196618
104135,0.061368726
104136,0.02930637
104149,0.045497306
104150,0.049250666
104156,0.11250772
104165,0.061795212
104175,0.013960337
104179,0.09590107
104184,0.08034225
104206,0.025643487
104216,0.105606884
104230,0.049684163
104257,0.019971404
104272,0.028795961
104273,0.05139963
104278,0.08169661
104294,0.05328034
104295,0.05278178
104297,0.05881849
104298,0.066637605
104308,0.032130692
104318,0.01619291
104319,0.058667134
104320,0.050424755
104327,0.11730096
104334,0.06943094
104344,0.0361525
104350,0.03393522
104351,0.15228494
104354,0.021752493
104369,0.04227854
104376,0.1482993
104381,0.030293573
104384,0.03392855
104391,0.030325135
104394,0.027599402
104398,0.18793711
104402,0.01276418
104408,0.049203325
104409,0.026503297
104410,0.44976518
104412,0.04075246
104417,0.048545733
104424,0.07287839
104426,0.082810596
104435,0.05087266
104445,0.016836608
104458,0.03246654
104460,0.03034176
104466,0.019227738
104472,0.07919574
104473,0.05148262
104479,0.016987156
104480,0.044567265
104482,0.08997712
104499,0.023315612
104501,0.02210869
104502,0.019973973
104506,0.04536271
104510,0.013984723
104512,0.055507723
104520,0.1326105
104528,0.019940857
104529,0.017747352
104541,0.03416642
104578,0.029844426
104584,0.051408663
104588,0.07445071
104602,0.25045127
104610,0.019970037
104611,0.12513363
104618,0.051532008
104620,0.041353717
104622,0.018822093
104624,0.036459778
104625,0.0681787
104634,0.07358762
104639,0.03691304
104646,0.016433889
104647,0.057776533
104652,0.022252848
104670,0.17504606
104677,0.020415753
104685,0.06511324
104691,0.02370261
104696,0.11628616
104699,0.021470606
104712,0.045451086
104714,0.023031142
104717,0.043402974
104718,0.022687955
104740,0.051664844
104741,0.025341915
104743,0.0131911095
104744,0.024105405
104747,0.057439815
104767,0.04133596
104772,0.10606264
104776,0.14585151
104779,0.032197606
104814,0.016768295
104815,0.080004595
104830,0.036804568
104831,0.09916057
104833,0.04555136
104839,0.023221398
104840,0.03533426
104860,0.07133426
104861,0.017625116
104866,0.070606194
104870,0.0152255045
104877,0.029216273
104878,0.024275234
104879,0.038647454
104880,0.03606175
104899,0.06894557
104906,0.02741798
104907,0.05110594
104913,0.17319463
104916,0.048576787
104921,0.020913448
104930,0.0697254
104931,0.23606618
104936,0.022415731
104937,0.024373863
104942,0.020015078
104943,0.052727725
104969,0.061298124
104972,0.17432813
104988,0.048511088
105013,0.020041104
105015,0.021357019
105019,0.04324123
105027,0.07398351
105030,0.06512251
105035,0.14890629
105041,0.019642906
105051,0.18504332
105056,0.107479215
105067,0.25603858
105071,0.034542076
105072,0.04004416
105074,0.06685143
105091,0.099462725
105101,0.028201992
105103,0.02883751
105134,0.0467412
105139,0.016799377
105142,0.08692148
105146,0.037035305
105163,0.025834583
105168,0.048482284
105172,0.011633311
105176,0.13788179
105195,0.038556807
105196,0.11908917
105197,0.019944595
105203,0.031157633
105223,0.040096357
105227,0.1786482
105228,0.018184857
105230,0.2007036
105231,0.118771665
105239,0.031994797
105242,0.076684274
105244,0.03998625
105245,0.03332171
105248,0.025601992
105249,0.050059125
105266,0.18210872
105271,0.1413077
105276,0.038574025
105282,0.024926493
105292,0.10778765
105297,0.017620899
105332,0.055679005
105333,0.043892946
105343,0.04452094
105344,0.026438482
105345,0.07228301
105357,0.037964217
105359,0.068912305
105366,0.031825304
105367,0.040529538
105370,0.008742925
105377,0.04226395
105390,0.06272219
105399,0.022154644
105403,0.09161236
105404,0.051790703
105414,0.021795772
105417,0.043326557
105425,0.10161243
105452,0.086277306
105454,0.08749451
105456,0.042230092
105470,0.024214126
105471,0.044874333
105483,0.10004408
105493,0.108021915
105508,0.054615133
105514,0.02494594
105515,0.01718824
105528,0.20730224
105529,0.026315922
105531,0.038074505
105532,0.028937593
105558,0.019536138
105574,0.016747491
105578,0.023051595
105584,0.1798647
105595,0.022699974
105617,0.14618394
105618,0.027956918
105621,0.02564151
