SK_ID_CURR,TARGET
100001,0.04293832
100005,0.051681597
100013,0.0366736
100028,0.030657459
100038,0.08735782
100042,0.035221376
100057,0.03728937
100065,0.045705236
100066,0.030249251
100067,0.047459684
100074,0.049723182
100090,0.035171203
100091,0.03582612
100092,0.037644826
100106,0.04420976
100107,0.054335125
100109,0.04019159
100117,0.050559223
100128,0.031308547
100141,0.055174347
100150,0.030576212
100168,0.028884975
100169,0.046957236
100170,0.04488811
100171,0.044396266
100172,0.03851241
100184,0.04719613
100187,0.030662201
100212,0.03567092
100222,0.041270252
100223,0.029121831
100232,0.029174678
100241,0.035807908
100245,0.03270409
100253,0.03161974
100256,0.055682175
100271,0.03818935
100278,0.04225521
100280,0.04087563
100306,0.050459836
100311,0.05165649
100312,0.044164326
100330,0.035230484
100331,0.058226343
100352,0.06281173
100358,0.03771859
100367,0.039402522
100382,0.06343695
100384,0.055338275
100385,0.05329145
100386,0.030623963
100399,0.037077103
100404,0.042195197
100416,0.029373957
100422,0.044688128
100426,0.036110297
100438,0.029286485
100444,0.059337556
100445,0.07500492
100446,0.04341511
100447,0.037733693
100450,0.049723182
100466,0.035513278
100483,0.030414566
100484,0.029087504
100494,0.032618236
100510,0.046654876
100512,0.06685827
100517,0.03143569
100548,0.03953045
100551,0.042835467
100552,0.047566764
100553,0.038574893
100561,0.06784618
100568,0.07564495
100569,0.049775038
100591,0.07171303
100592,0.034429826
100602,0.056362994
100607,0.04367162
100613,0.09049367
100617,0.043049615
100618,0.04019159
100622,0.05123524
100625,0.05453313
100677,0.047960848
100699,0.035967603
100702,0.07767544
100711,0.034728225
100729,0.049926892
100740,0.0613556
100744,0.06394423
100745,0.034558095
100747,0.055168014
100751,0.05345932
100752,0.08175114
100753,0.05325689
100754,0.06641995
100760,0.041799914
100762,0.039681762
100763,0.034516692
100765,0.03290344
100770,0.05042521
100772,0.042056527
100777,0.039246026
100791,0.029893447
100792,0.026367337
100797,0.031686187
100823,0.041799914
100826,0.03512357
100830,0.040444225
100836,0.05047293
100872,0.03404658
100910,0.06298139
100913,0.05845274
100918,0.07143015
100931,0.042317055
100952,0.04563735
100953,0.051647425
100965,0.055046424
100970,0.041120604
100982,0.034934018
100983,0.045156218
100984,0.03141656
100987,0.04275867
100997,0.030928617
100998,0.045145683
101002,0.05329145
101005,0.083979756
101008,0.08550132
101020,0.055766948
101021,0.032821927
101024,0.048329294
101025,0.055666823
101026,0.03141712
101031,0.053432312
101041,0.030496506
101051,0.031239819
101055,0.03442725
101056,0.05325689
101057,0.038766447
101064,0.041098453
101079,0.03956057
101087,0.041389205
101090,0.03733637
101092,0.031547807
101097,0.039681762
101099,0.037791252
101107,0.031456254
101118,0.032382037
101125,0.044357575
101126,0.032420814
101128,0.03995733
101136,0.062742814
101140,0.049962234
101149,0.07805587
101160,0.07551144
101169,0.08217607
101181,0.029704692
101186,0.029373957
101190,0.037544616
101193,0.074465595
101194,0.03935861
101198,0.06062093
101200,0.035189938
101204,0.04358207
101211,0.04252397
101213,0.03607032
101223,0.056721643
101225,0.05453313
101237,0.042603202
101243,0.042132918
101244,0.06071015
101258,0.043449283
101259,0.0400421
101268,0.045518637
101269,0.030951908
101271,0.03938989
101279,0.07154087
101281,0.0764561
101287,0.052149855
101292,0.066998586
101294,0.034119435
101296,0.045290582
101297,0.029962992
101299,0.044521224
101301,0.03822201
101305,0.047874253
101308,0.03520771
101318,0.036782846
101327,0.073036596
101329,0.032821074
101332,0.07543671
101337,0.02970949
101343,0.030389816
101345,0.048979178
101346,0.037127484
101353,0.045712423
101354,0.034636125
101355,0.06924614
101356,0.038362846
101362,0.0386384
101363,0.0868193
101365,0.055766948
101366,0.06210197
101367,0.06025709
101368,0.0366736
101374,0.049926892
101380,0.027369775
101383,0.04896593
101398,0.06291866
101399,0.044589218
101401,0.080082215
101412,0.032169886
101426,0.041799914
101427,0.056294806
101428,0.05184582
101429,0.0992899
101434,0.0320905
101440,0.056593064
101448,0.054638103
101449,0.04054585
101465,0.03246161
101467,0.033678647
101472,0.049126144
101478,0.06749673
101497,0.034934018
101504,0.0511243
101547,0.050161753
101548,0.032332044
101555,0.04490873
101570,0.030968776
101572,0.05735904
101578,0.032976665
101580,0.038074262
101588,0.040282715
101602,0.029017596
101610,0.037366617
101614,0.07285
101616,0.032793824
101643,0.035364445
101644,0.04278326
101649,0.04786428
101650,0.057635687
101665,0.036998555
101667,0.035513278
101669,0.0437554
101674,0.040545452
101675,0.05453313
101678,0.034302253
101682,0.036776222
101686,0.036110297
101697,0.07943056
101700,0.049576215
101711,0.08820789
101714,0.040083285
101715,0.040863533
101728,0.03491507
101732,0.041776393
101757,0.046131004
101758,0.048324235
101759,0.032821074
101762,0.028635003
101764,0.03320021
101780,0.069959305
101784,0.036870267
101789,0.039423916
101816,0.07551144
101819,0.03733452
101827,0.034926593
101863,0.045974553
101867,0.05570185
101870,0.03105431
101873,0.064252086
101878,0.04725678
101879,0.039188247
101880,0.031882778
101887,0.054498795
101897,0.036555964
101901,0.03114594
101903,0.05391698
101920,0.041706506
101921,0.031686187
101922,0.052221272
101961,0.08393606
101962,0.03817289
101971,0.06739048
101976,0.083546355
102002,0.033958446
102005,0.02980237
102007,0.071521364
102017,0.029014083
102019,0.06353562
102029,0.027039059
102051,0.038682815
102052,0.030781807
102054,0.03728937
102062,0.050235916
102067,0.061027076
102068,0.040156987
102070,0.03168075
102090,0.043262053
102092,0.04855701
102099,0.048651073
102100,0.030414566
102112,0.053665485
102113,0.029373957
102122,0.05113404
102123,0.034508396
102125,0.05519541
102126,0.054700956
102146,0.07227836
102147,0.039681762
102151,0.0334309
102158,0.04002724
102159,0.033160754
102162,0.042134516
102165,0.05149052
102166,0.031028775
102174,0.028277889
102193,0.047549754
102198,0.050825935
102205,0.03970681
102206,0.03237583
102218,0.03176427
102221,0.03521138
102230,0.04855701
102238,0.045055162
102248,0.048882116
102252,0.038381044
102259,0.06432454
102262,0.05239978
102273,0.04327664
102286,0.050309055
102293,0.032420814
102294,0.050907
102296,0.06283849
102298,0.032320045
102303,0.049775038
102309,0.045774013
102315,0.029814202
102340,0.04792252
102342,0.044202395
102344,0.07551144
102346,0.043604046
102347,0.04094463
102374,0.04791621
102380,0.03832193
102387,0.06496498
102393,0.05926959
102403,0.04274294
102413,0.043679748
102414,0.03728937
102415,0.037032813
102416,0.06059425
102439,0.031703442
102441,0.07103511
102443,0.030222833
102444,0.053299703
102445,0.055155583
102448,0.036550842
102449,0.034636125
102450,0.08735782
102456,0.056735754
102458,0.043567516
102459,0.033082806
102465,0.031017222
102470,0.042475574
102471,0.049775038
102475,0.046933085
102476,0.036110297
102506,0.046502654
102509,0.041168246
102519,0.04191596
102522,0.049381558
102545,0.03969156
102549,0.035513278
102562,0.028514152
102563,0.032707337
102568,0.050443616
102582,0.07240373
102592,0.029421033
102597,0.04706208
102605,0.044950463
102614,0.041799914
102617,0.048477743
102634,0.033266164
102652,0.03261085
102655,0.031972934
102671,0.0659926
102694,0.05398766
102701,0.031159952
102703,0.028033799
102704,0.039132807
102713,0.03601276
102720,0.046358205
102731,0.03068441
102733,0.031605307
102749,0.039204177
102755,0.043449283
102763,0.035251744
102770,0.043758113
102772,0.036868494
102799,0.035913132
102838,0.030386737
102854,0.0445488
102862,0.039759353
102863,0.031028775
102867,0.031347334
102868,0.02944701
102878,0.06925019
102887,0.032191478
102898,0.053931333
102904,0.058652826
102912,0.044295594
102919,0.040654466
102927,0.03530577
102932,0.04262718
102933,0.04939826
102935,0.03750164
102958,0.033881895
102969,0.04464684
102971,0.030717842
102975,0.06285049
102979,0.032399658
102982,0.030477654
102987,0.056932934
102989,0.037366617
102995,0.04805591
102996,0.037246928
103000,0.06445991
103001,0.033754576
103004,0.042603202
103010,0.057635687
103025,0.03934937
103029,0.042951267
103046,0.05570185
103056,0.045327503
103062,0.035913132
103078,0.03946124
103083,0.028884975
103092,0.03296061
103096,0.054730307
103097,0.039328348
103102,0.08548834
103112,0.044877797
103132,0.0436165
103144,0.034743868
103145,0.055938773
103146,0.032775998
103147,0.046767488
103158,0.03818935
103171,0.04355328
103173,0.031686187
103184,0.03814879
103195,0.040391378
103196,0.029825322
103206,0.02663551
103230,0.06163417
103231,0.07288856
103232,0.040294636
103239,0.037368238
103240,0.04951099
103243,0.03326123
103252,0.06981838
103258,0.03535134
103259,0.040543083
103279,0.06679036
103280,0.02935898
103286,0.031703442
103287,0.059528198
103290,0.044126038
103298,0.031563886
103315,0.038241297
103319,0.034291383
103334,0.04885299
103336,0.09733772
103345,0.036740556
103368,0.032939695
103371,0.06751048
103377,0.036943585
103398,0.029834514
103404,0.0467135
103408,0.04688592
103410,0.034874924
103418,0.029536488
103420,0.06059425
103432,0.044723805
103433,0.03221314
103436,0.030554695
103440,0.031703442
103453,0.033881895
103459,0.04602575
103460,0.039788164
103461,0.050596498
103462,0.0334309
103473,0.034970652
103474,0.027756387
103475,0.07012821
103478,0.035886824
103480,0.050637264
103484,0.046333518
103494,0.04260893
103513,0.07251704
103515,0.040208288
103516,0.084850244
103525,0.053484388
103541,0.06340841
103544,0.041217692
103562,0.039328348
103570,0.083979756
103572,0.088551395
103574,0.028775156
103575,0.03325551
103591,0.040757883
103594,0.06619564
103609,0.048871987
103613,0.046530824
103614,0.04189199
103615,0.038900454
103624,0.03521452
103625,0.052134775
103628,0.040913694
103629,0.027697744
103647,0.041790176
103648,0.080082215
103651,0.033599034
103658,0.030425029
103668,0.033428352
103669,0.030315867
103676,0.035360478
103682,0.034874924
103683,0.037744567
103689,0.036549978
103725,0.029814202
103733,0.07029547
103744,0.02559874
103762,0.05647128
103771,0.10593392
103773,0.0301808
103783,0.043306306
103784,0.050361753
103808,0.039132807
103812,0.07102116
103813,0.06059425
103814,0.07629593
103818,0.049549405
103824,0.033475105
103828,0.038342107
103830,0.063563645
103840,0.029834514
103842,0.043155693
103847,0.050039724
103848,0.044950463
103851,0.041217692
103854,0.058566716
103857,0.04731011
103861,0.042725462
103862,0.047892287
103865,0.048215628
103870,0.030131975
103876,0.033881895
103891,0.0868193
103908,0.05453313
103914,0.058269884
103918,0.035913132
103940,0.03730956
103963,0.03678906
103966,0.050487213
103971,0.075245574
103980,0.05931511
103984,0.060379304
103985,0.05408334
103998,0.057336394
104019,0.032775998
104026,0.03612987
104035,0.03341108
104044,0.035003655
104045,0.036374085
104047,0.04951099
104051,0.066998586
104058,0.040321365
104063,0.028010033
104066,0.04541066
104087,0.031721797
104089,0.037256613
104095,0.03886273
104098,0.051307376
104104,0.02876806
104110,0.0566957
104120,0.04302833
104122,0.029468639
104131,0.04332156
104132,0.0312848
104135,0.03997884
104136,0.032420814
104149,0.032440785
104150,0.039788164
104156,0.046264898
104165,0.03316749
104175,0.027920654
104179,0.06261403
104184,0.048869126
104206,0.03287614
104216,0.050956324
104230,0.043653414
104257,0.028873298
104272,0.029868102
104273,0.046466976
104278,0.06012207
104294,0.035437167
104295,0.05399683
104297,0.049775038
104298,0.031703442
104308,0.036226913
104318,0.031626403
104319,0.0483305
104320,0.047764406
104327,0.07448883
104334,0.056362994
104344,0.043833505
104350,0.027749015
104351,0.061884373
104354,0.03806078
104369,0.06422013
104376,0.07054538
104381,0.042569842
104384,0.042675488
104391,0.039814215
104394,0.042937238
104398,0.085826494
104402,0.03356331
104408,0.0506029
104409,0.03874955
104410,0.061364688
104412,0.04171983
104417,0.042181987
104424,0.04024365
104426,0.06580076
104435,0.045314897
104445,0.047024287
104458,0.029044878
104460,0.033958446
104466,0.034209937
104472,0.046203982
104473,0.06350335
104479,0.034790777
104480,0.06126658
104482,0.054700956
104499,0.032403328
104501,0.037791252
104502,0.03539097
104506,0.039630845
104510,0.03751938
104512,0.057255276
104520,0.052134775
104528,0.031703442
104529,0.03136063
104541,0.039582778
104578,0.035659403
104584,0.062256653
104588,0.035913132
104602,0.061934024
104610,0.040654466
104611,0.033948056
104618,0.052209947
104620,0.029322827
104622,0.030697629
104624,0.04424689
104625,0.03607032
104634,0.047388844
104639,0.036448155
104646,0.029536488
104647,0.04856668
104652,0.029491581
104670,0.07045798
104677,0.042603202
104685,0.037644826
104691,0.03433711
104696,0.0923578
104699,0.040622838
104712,0.037531722
104714,0.033881895
104717,0.05295831
104718,0.034540717
104740,0.053215735
104741,0.032687943
104743,0.036010507
104744,0.033614643
104747,0.04290283
104767,0.03438599
104772,0.061309356
104776,0.05348376
104779,0.03761957
104814,0.029468175
104815,0.041654367
104830,0.045842085
104831,0.04829529
104833,0.055458076
104839,0.03157041
104840,0.031703442
104860,0.04211593
104861,0.042134516
104866,0.05162256
104870,0.035513278
104877,0.03641787
104878,0.038241297
104879,0.03521138
104880,0.03542787
104899,0.05453313
104906,0.042835467
104907,0.033183105
104913,0.06261403
104916,0.0373464
104921,0.03420346
104930,0.05522279
104931,0.037980355
104936,0.042675488
104937,0.044621293
104942,0.029017596
104943,0.034743868
104969,0.032320045
104972,0.04457538
104988,0.04731011
105013,0.031711236
105015,0.03288556
105019,0.04410253
105027,0.043447144
105030,0.06377786
105035,0.053958625
105041,0.03761957
105051,0.07285
105056,0.07387823
105067,0.07448991
105071,0.038557954
105072,0.064094745
105074,0.051062122
105091,0.07375324
105101,0.034542285
105103,0.030222833
105134,0.04275867
105139,0.033132244
105142,0.04829529
105146,0.043107178
105163,0.044014186
105168,0.04736347
105172,0.030251468
105176,0.055046424
105195,0.034591448
105196,0.053131204
105197,0.034889966
105203,0.03462869
105223,0.047960848
105227,0.07805587
105228,0.032232262
105230,0.10593392
105231,0.07285
105239,0.034541734
105242,0.05408334
105244,0.044173606
105245,0.04508016
105248,0.04260893
105249,0.07298751
105266,0.084611915
105271,0.040154323
105276,0.04270884
105282,0.041697513
105292,0.06059425
105297,0.036145765
105332,0.04822066
105333,0.035665903
105343,0.038019717
105344,0.03886048
105345,0.055718847
105357,0.044126038
105359,0.04423937
105366,0.040229987
105367,0.05158996
105370,0.029311419
105377,0.033515148
105390,0.041219484
105399,0.035122138
105403,0.047874253
105404,0.053665485
105414,0.033283375
105417,0.0342828
105425,0.05002347
105452,0.056140736
105454,0.047566764
105456,0.037257984
105470,0.044664133
105471,0.041093577
105483,0.06962
105493,0.05019699
105508,0.047389556
105514,0.033958446
105515,0.03572745
105528,0.06012975
105529,0.040654466
105531,0.04907344
105532,0.035277538
105558,0.039305862
105574,0.03323262
105578,0.033689633
105584,0.056464534
105595,0.041449577
105617,0.09579696
105618,0.05624703
105621,0.031978372
105625,0.03345325
105629,0.030458039
105630,0.030056642
105634,0.035077073
105635,0.029204806
105641,0.05222543
105647,0.04833281
105648,0.03542077
105655,0.041089687
105657,0.050454583
105672,0.07682212
105678,0.034897048
105682,0.050907
105691,0.03641787
105692,0.03933008
105706,0.047741126
105712,0.043196693
105720,0.030683199
105734,0.030056642
105735,0.031686187
105736,0.041364603
105737,0.030412033
105738,0.060860667
105740,0.071193144
105744,0.030816434
105747,0.03473171
105749,0.04055636
105754,0.03530577
105758,0.03462869
105760,0.035536665
105767,0.050169934
105784,0.04689116
105791,0.032756563
105802,0.03143569
105807,0.049498312
105809,0.055467945
105816,0.032041706
105817,0.030067202
105824,0.046599276
105832,0.046396375
105856,0.049182463
105865,0.04000045
105899,0.043758947
105906,0.03830387
105916,0.03512586
105923,0.032838926
105937,0.045098852
105965,0.039132807
105966,0.035028886
105968,0.0711234
105973,0.033395775
105976,0.06261403
105978,0.02961538
105979,0.035464834
105991,0.051622596
105998,0.043567516
105999,0.034696754
106000,0.07251181
106001,0.033542577
106010,0.040694416
106011,0.03354752
106013,0.037849512
106015,0.06806629
106026,0.027023012
106032,0.04200776
106035,0.052083734
106040,0.055766948
106041,0.04898574
106044,0.036327932
106053,0.054477174
106054,0.036731932
106065,0.058196027
106081,0.033489533
106083,0.045314897
106087,0.032499492
106090,0.03775039
106101,0.04049446
106102,0.04656481
106109,0.03908619
106116,0.0375185
106150,0.03375973
106155,0.047592238
106166,0.0312989
106176,0.059352387
106189,0.028752359
106199,0.07226068
106205,0.050946448
106206,0.042165827
106211,0.034443796
106214,0.028168721
106216,0.038925406
106217,0.033068866
106225,0.036726955
106249,0.039958738
106256,0.07437327
106258,0.04085033
106261,0.043915994
106262,0.0542339
106264,0.030258698
106271,0.029214358
106276,0.03877557
106277,0.03778338
106286,0.03626306
106293,0.036130942
106295,0.038071554
106296,0.03462869
106297,0.050294064
106298,0.029352633
106311,0.029701462
106314,0.048710667
106320,0.046396375
106334,0.03799892
106346,0.048603736
106347,0.031400714
106349,0.041776393
106354,0.035497617
106360,0.03062621
106373,0.05925244
106377,0.044969093
106386,0.08113828
106387,0.031101128
106391,0.028222295
106401,0.06261403
106411,0.03384196
106413,0.075619265
106426,0.04499189
106427,0.044173606
106428,0.053240355
106434,0.06492128
106438,0.036575984
106440,0.03641787
106441,0.053148407
106452,0.047838274
106453,0.041248534
106454,0.038883734
106457,0.033214357
106484,0.045290582
106488,0.056327574
106491,0.050169934
106514,0.03281574
106527,0.03343617
106528,0.038653947
106529,0.029315582
106534,0.037644826
106550,0.04063209
106577,0.078367054
106585,0.043196693
106590,0.039132807
106607,0.04268406
106610,0.037361197
106611,0.06124809
106612,0.048684455
106624,0.045809895
106631,0.03202427
106647,0.04657904
106660,0.055461347
106674,0.04073387
106687,0.053354174
106712,0.050907
106713,0.049723182
106717,0.037908718
106720,0.037233144
106721,0.032320045
106724,0.053665485
106735,0.041407008
106739,0.043373067
106740,0.07805587
106754,0.047892287
106760,0.042761374
106761,0.031711236
106784,0.081027724
106787,0.036110297
106797,0.03124863
106798,0.045591265
106802,0.083999544
106803,0.034289524
106804,0.04367617
106805,0.033713035
106810,0.04748076
106812,0.06126098
106813,0.048882116
106817,0.038898315
106822,0.032959566
106823,0.031646255
106827,0.043449283
106841,0.05345091
106851,0.04007865
106852,0.03941151
106853,0.08735782
106854,0.04411186
106861,0.03477994
106873,0.07943056
106877,0.033120677
106878,0.045978017
106881,0.042085942
106900,0.03728937
106906,0.0397946
106907,0.046169333
106914,0.047321007
106916,0.04058495
106924,0.029755455
106931,0.029459817
106936,0.04910047
106937,0.039996367
106938,0.029836686
106939,0.03652316
106943,0.051753692
106944,0.0764561
106967,0.044126038
106980,0.032065745
106986,0.041014217
106987,0.032438457
106990,0.037564583
107013,0.03819
107023,0.028080989
107033,0.07439628
107037,0.06068824
107048,0.04431784
107071,0.03106621
107081,0.027697744
107113,0.07296151
107130,0.029902777
107131,0.031045679
107145,0.04333595
107156,0.058080826
107219,0.03126135
107222,0.045098852
107223,0.061426528
107232,0.06071015
107245,0.07043728
107246,0.028608756
107247,0.063268915
107256,0.038732324
107259,0.029536488
107260,0.033100955
107279,0.04367617
107280,0.049723182
107281,0.031703442
107285,0.043758113
107329,0.033647027
107337,0.04971542
